text,label
"这么说吧，小问题不用21天，大问题21天不够。
前期吃相这么难看游戏不知道做了多少就各种宣发大规模上场，各种概念图解说吊足了胃口。各种实体周边，数字周边恰的盆满钵满。时间临期了开始各种拖，不是“真挚的歉意”就是“伟大的游戏”搞这些自我感动的东西。玩家只想看到你按时放出。再不济就是后续更新补丁。再退一步起码放个体验版应付下吧。要不等到时候12月请全世界观赏游戏界从众星瞩目到满街喊打的最速传说",1
"你能再表演一下那个吗？
还要来吗？
对！就是那个，快点！
《赛博朋克2077》已经进厂压盘！担忧本款游戏还会再次跳票的朋友们可以吃下定心丸了。
11月19日，让我们在夜之城不见不散！[点赞][点赞]
哈哈哈哈哈哈哈. jpg",2
CDPR一到店，所有喝酒的人便都看着他笑，有的叫道，“波兰蠢驴，你2077又跳票了。”他不回答，对柜里说，“压一套盘，ps5 Xbox都要。”便排出九文大钱。他们又故意的高声嚷道，“你又骗粉丝预购了！”CDPR睁大眼睛说，“你怎么这样凭空污人清白……”“什么清白？我前天亲眼看见你家游戏上了销量榜，第二名。”孔乙己便涨红了脸，额上的青筋条条绽出，争辩道，“跳票不能算骗……跳票！…完善游戏性的事，能算骗么？”接连便是难懂的话，什么“一周工作六天”，什么“欧洲第一游戏公司”之类，引得众人都哄笑起来：店内外充满了快活的空气。,2
其实可以从这次事件看出来CDPR做游戏当年足够成熟了，但在宣发方面妥妥的新手。宣布跳篇前一晚官推自己都还不知道，感觉宣发部门都没和制作组沟通过，没那个把握完全可以把宣传放缓一点。结果宣传搞得挺大让大家觉得随时都要玩上了一样，你一跳大家肯定更失望了！只能说蠢驴啊你长点心吧，,2
我有一个问题 我看到弹幕有人说，2077害怕今年tga和原神撞车了，为什么真的有人觉得原神，在单机玩家眼里是一盘菜?我看真的真的有很多人认真的并且真切的认为原神是一款能上tga与各种大佬级3a同台竞技的游戏?,5
十二月十日？这不是我生日嘛！蠢驴对我这么好，要不再免费送我一个好了[笑哭],1
这就是现实版的“狼来了”吗[疑惑],1
2077预售的也没啥优惠礼物送的。。。那么为什么要买预售。。买了还反复在作死的边缘来回横跳，前期宣发也挺卖力，最后发售要是游戏一般般，没准再爆个雷不得让人骂死。。高调宣传最后游戏平平这心里落差也会是挺大的。。,2
告他非法集资，免费的298元的利息。唉。,1
3077年:历史题材大型游戏《赛博朋克2077》现已上线[doge],2
唯一支持我没退款的就是“万一他不好意思多给预购点福利呢”[辣眼睛],1
育碧免费喜加一:看门狗 军团[滑稽],1
阴谋论[歪嘴][歪嘴]：米忽悠出钱让2077不参加年度游戏[歪嘴]（别当真啊）,1
前天刚刚steam俄区预购了，第二天就这样，第一次预购游戏就这样搞我[辣眼睛][疑惑][生气][笑]说不可能跳也跳了最搞笑的，跳了不给点补偿意思一下是最🌿的。主要还是营销做的太多太火了，直接期待值拉满，11.19还说“不可能”“不见不散”wrnmd，好了现在跌的也最惨,1
淘宝战士当场哭泣，退不了款[2233娘_大哭][2233娘_大哭],4
有求生之路2的玩家建议买消逝的光芒那个捆绑包，捆绑包就是消逝的光芒信徒加强办，减去已经有点求生之路2，合计价格48，这才是真史低。,5
火线夜之城宣传的倒挺凶，没见过这么宣传吊人胃口的，也没见过这么跳票不讲信用的，我不知道会不会像他们说的那样没人会记住那些按时发售的垃圾游戏，但是我肯定不会忘记不讲诚信的公司。,2
还是那句话，如果你一次性宣布跳到12月，大家还勉强能接受，偏偏跳了好几次，这不是玩人心态么,1
感觉2077像外包给了外公司然后总是不满意[嫌弃],1
我觉得2077真正开始制作是从开始预购开始，因为这样他们就有钱做游戏了，而之前只是做了个cg宣传片而已[抠鼻][OK][doge][妙啊],2
问一下老哥们我epic刚买了幽灵行者客户端上为什么没有啊，是一直这样吗,5
#赛博朋克2077害怕肖战代言的凌光之刻再度跳票#,5
对赛博朋克2077失望了，看了新闻之后直接选择退款，现在在等邮件！一再没诚信的公司出的游戏不玩也罢，没它又不会死！,2
"""对所有预购玩家都是一次伤害“ 我咋没觉得对我是伤害呢，我被开除预购玩家群体了？做个游戏资讯视频咋还这么爱带节奏的，游戏出了结果烂成翔对我来说那tm才是伤害！",2
批评归批评，不要辱骂呀，礼仪之邦真的丢完了,1
个人表示 期待值被拖没了。 不会买首发。基本等 巫师3那样骨折价送了。 这游戏成功拖的我没兴趣了。不知道有木有人也这样感觉的,2
人人都是真爱粉，人人都不是真爱粉,1
想退都退不了，因为我是STEAM活动送的[tv_doge],1
送游戏×  光之子警告√[doge],2
免费领取跳票消息[无语],4
封面不对劲[doge],1
对于跳不跳票已经不感冒了，反正十一月有那么多大作需要玩，正好还能再过度一下,1
大家别喷了，一起骂原神不好吗[大哭],1
隔壁育碧高兴坏了[妙啊],2
含泪买游戏[妙啊],2
育碧今天看起来贼开心[歪嘴],2
同学预购了2077，现在正在卧槽中，我看着他卧槽的身笑而不语，得亏没预购[大笑],2
育碧免费领取赛博朋克2077[微笑],2
育碧免费领取赛博朋克2077[阴险],1
我就知道会这样，说实话我没什么感觉，我已经精神麻木了[无语][无语],4
2077pc版跟那些ps有啥关系先让我们pc玩不行吗？非得割韭菜,4
对于频频跳票的，我毫不在意，因为我还有无敌的you dia 网[滑稽],1
[微笑]希望别撞上gta6,2
我就关心我这破网能白嫖到育碧的游戏吗,2
CDPR你是不是被绑架了。是的话就眨眨眼。我们去拆了主机厂商。[doge],1
右下角点击有惊喜[doge],2
没办法，只能先拿A社真正的赛博朋克2077玩玩了，就是价格贵哭了一点，如果可以减百分之六十就好了。[滑稽][滑稽],1
封面右边的是哪部游戏里的,2
我们反过来想想 2077本应该是在2077发售的但是，现在提前到了2020年12月，这不是天大的喜事吗[抠鼻],2
#肖战偷取赛博朋克2077源代码导致游戏跳票#,2
云朋克是什么游戏啊[思考],2
有一说一，出来之前我都相信cdpr，要骂等玩到之后再骂，没必要节骨眼上和自己闹崩溃,5
问一下 明天是不是秋促要开始了？,1
那个题目的竖线去掉  是不是大家就很喜欢[doge],1
骂的👌🏻安利了一堆朋友买了，好家伙立马给我来了个回首掏[微笑],2
封面右边啥游戏[doge],2
三 顾 茅 庐（第三次了，确信）,2
巫师三跳了三次，2077要是不跳2077次我都看不起波兰蠢驴,1
大佬们，消逝的光芒现在入手值吗？还是在淘宝上直接买一个激活码呢？[思考][思考],2
消逝的光芒买和求生之路的捆版包只要48内容一样的，比57便宜9块,5
好家伙，只要是和游戏相关都能钓鱼，光明使者现在都是伏特加输液？,2
言而无信真的是最蠢的事情。,1
工厂起火，压盘全毁，固延迟1月，望谅解,2
哈哈哈果然跳票了，跟我想的一毛一样,2
CDPR说PC弄好了，但是其他平台不行，所以推迟的。是不是真的就不知道了,4
我替我一个朋友问问，封面的那个妹子是出自哪个游戏的。,2
出预购的第一天，我就买了，到现在一年多了，还TMD玩不了，满心欢喜以为11月能玩上，现在又跳票到12月，我人都傻了[大哭][大哭][大哭],2
只有我想知道封面右边的是哪个游戏的嘛。,2
只有我想知道封面右边的是哪个游戏的嘛。。。,2
只有我想知道封面右边的是哪个游戏的嘛,2
昨天进消逝的光芒刷乌龟玩偶，开一次门出去一万个疫魔骑脸，出来一次洗一次脸，捅了疫魔窝了,1
墙裂推荐幽灵行者，对玩家特别友好，可爱两脚兽在线动感光波洗脸，贼好玩，我爱死这游戏了[翻白眼],2
...只有我一个想知道封面右边是啥游戏吗？,2
只有我想知道封面右边的是哪个游戏的嘛,2
这样反复跳票，真的很考验玩家的耐心，之后出了什么毛病，会无限放大，真的特别担心，但也特别火，都保证了还跳票。,1
封面右边是什么[滑稽],1
跳票朋克2077，《看门狗:军团》:“你是不是玩不起”,1
双11阿育送英灵殿十折优惠券,2
我流泪，奶茶流泪。我和奶茶贴贴[滑稽],1
我是从bilibili推荐才知道小破局的，可惜是今年9月才知道的，好气啊,4
优化问题吧[笑哭]，应该是优化到最后阶段了，还没弄好，发现要发售了。只能跳票了，跳票次数多了，会掉股票的，没人和股票过不去,4
跳到2077年不好吗？我买ps8,1
2077等的我快失去兴趣了。。。。还好英灵殿又提早到11.10发售，给我一点安慰,2
要不是不能退早退了,1
育碧是不是又整了个光之子送,1
[doge] CDPR：我们当然想次世代主机首日发售，可是这样做不就大部分玩家都买2077不买次世代首发的第一方游戏么。嗯，现在世道不好啊，我们得给同行留点后路。肯定不是微软和索尼给的太多，绝对不是。没有那回事,1
配合10美元的优惠券，Ghostrunner在Epic几乎可以半价嫖到[OK],2
跳票就跳票吧也不是没东西玩[tv_doge]巫师3又不是没跳过，同行里面暴雪跳票后出的作品也都挺好的,1
路人缘这种东西吧，就是什么好玩他去玩什么，大家骂什么他也去骂什么，真就不值一提，尤其打算玩盗版的还要来一句：你cdpr这么搞不怪我玩盗版。反正真香就完事了，cdpr咋就不学学ea和育碧呢，出年货就完事了，精雕细琢一个作品生怕不够好，何必呢？不喷你喷谁呢？,1
这个笑话好恐怖⊙﹏⊙[捂眼],5
其实就是cdpr经验少，管理层和技术层沟通不到位，参考老游戏厂商基本很少跳票，甚至提前发售,2
"刚才有个人问我说马老师发生什么事了，我说怎么回事，说着给我发了几张截图，我一看，奥，原来是佐田，在b站，有一个蠢驴，叫CDPR,一个市值100亿，一个说是在波兰做游戏把颈椎累坏了，说能不能跳票帮助治疗一下了，我说不行。我说你在b站发的那么多视频没有用，传统游戏就是要讲究按时发售的，哎，一诺千金，600多亿市值的美国大暴雪都知道游戏按时发售。他不信，我说你跳票两次来做这个游戏，他做不出来。他说你这个没有用，我说我这个有用。说着要和我试试，我也答应了，他一听马上就发了一个CDPR的帖子，啪一下就刷进来了很快啊。然后上来就是一个火线夜之城，一个联名手机，一个试玩介绍，全被我防出去了啊，防出去以后，自然是按照传统游戏的点到为止，游戏已经该发售了，我手放在退款按钮上面没有点，我这一手要是发力，一下就给退款了。CDPR也承认，我先打算退款，奥，他不承认他先跳票的，他说是我要退款，因为这时间，按照传统游戏的点到为止，游戏已经发售了，我正准备收手的功夫不退款了，CDPR突然袭击，左刺拳，给游戏蹭了一下，当时就跳票了，捂着脸，我说停停。但没关系啊，20多天以后游戏就发售了。我说CDPR你不讲武德你不懂。CDPR说马老师对不起对不起我不懂规矩。他说他是乱跳的，他可不是乱跳的啊，夜之城，联名，试玩，训练有素，后来说以前就在巫师3跳过几次票，看来是有备而来。这个CDPR，来骗，来偷袭我69岁的老玩家，这好吗？这不好。我劝，这个CDPR，以后好自为之，好好反思，以后不要再犯这样的聪明，小聪明，啊！谢谢朋友们。",2
惊变21天（双重含义）[滑稽],1
封面右边是啥[阿库娅_害羞],5
这游戏是不是 压根就没有[嫌弃],2
死或生沙滩排球 联动天选之人出了新服装，各位lsp赶紧冲冲冲啊，我已经开了四个SSR了还有我最喜欢的环[惊喜],2
有没有大佬帮帮忙，我1660ti显卡，消逝的光芒部分地方掉帧太严重了或者僵尸多的地方，帧率我估计也就20多卡死了，怎么搞,1
都等七年了13年就开始关注之后就没什么消息了，一说可以预购了就在生日的时候买了一份送给自己，一而再再而三的跳票让我这个真心很期待的人很是伤心，甚至已经不是不满了，只是很伤心。你如果不发，就不要用那么多的东西来让期待的玩家翘首以盼，盼着盼着就是当头一棒，希望蠢驴可以不要再消耗玩家的耐心和喜爱了。,4
rnm，你对得起我们吗！！！退钱就算了[呆][呆],2
不会是幽灵行动吧看着图片,5
封面右面有点不对劲[妙啊],1
emmm……孤岛惊魂5打折了，要不要连着新曙光买呢，有好多人在喷新曙光，给点建议兄弟们？求求了,5
"玩家：rnm，退钱
范老师谈《2077》跳票

国足玩笑，看样子还没过时啊[doge][笑哭]",1
跳票时间越长越有时间攒钱[歪嘴]学生党福音,2
问一下各位大佬，Steam是不是在win10系统不能进去啊，[大哭],1
免费喜加一：《赛博朋克2077》[滑稽],1
来个阴谋论，可能这游戏都没开发，这么多宣传只是资本家的把戏，只为了噶韭菜罢了[doge][doge][doge],1
你欺骗玩家一次无所谓，欺骗两次原谅你，还要第三次？真当玩家没脾气，真当自己游戏好玩就可以把玩家当小丑耍？,2
育碧服务器又崩了[呲牙]下不了狗3,1
"300块钱丢支付宝多少给点利息，搁这无息贷款呢
是不是根本没有这个游戏
[doge]",2
我...没骚话，脑洞不够大，眼不够瞎，你们继续[无语][doge],1
育碧免费喜加一赛博朋克[奸笑]诶，等等，赛博朋克不是CDPR的吗,1
难受[洛天依_啊这],4
没有人会记住准时发售的破游戏,2
gta5当时是不是也跳票了,1
没人会记得那些按时发布的垃圾游戏[doge],2
稳了，这下原神铁定拿TGA年度游戏了！,2
哎 没有做好就不要发吗 搞成这样 大家都不高兴了[捂脸],2
建议跳票一年再发售，我特么裂开来，预购快一年了[tv_吐血][tv_吐血][tv_吐血]早上醒来看到这个消息真是失望。,4
我觉得2077跳票可能和在一个游戏设备更新换代的动荡时代有关，毕竟计划赶不上变化。,2
看到2077的评分慢慢下降我就放心了，加油死驴！争取得到0.1分的新评分[墨镜][墨镜],2
因为前段时间白嫖了育碧的孤岛惊魂3，感觉还挺有趣的，最近想入手4和5就是不知道会不会被育碧背刺[辣眼睛]毕竟育碧的早买早享受，晚买享折扣，不买免费送还是挺狠的,5
赛博朋克跳票那一段的好家伙来回听了好几遍，我好了[奸笑][奸笑][奸笑],1
对得起我们么？太失望了我靠，rnm退钱！,2
幽灵通关了的我算你牛皮。[囧],5
网飞政治正确大杂烩，辛亏刺客信条卖点没有妹子,1
大概率今年是玩不到这款游戏了,2
明天是不是看门狗军团发售了,1
我来总结一下：波兰蠢驴：我们决定放假21天让员工玩21天的各个版本的游戏，放松一下。[吃瓜][吃瓜][吃瓜],2
我太他妈失望了,4
今年流行什么游戏。流行游戏跳票,2
我怀疑还会跳[doge],1
我怀疑蠢驴是不是吃小米吃多了，玩起饥饿营销策略了[囧],1
求生之路2联动不都好几年了么,5
跳三次票，够恶心的，就是不给真正的发售日期,1
幽灵行者。。。去e宝宝买，用上10美元优惠券仅需50块9，冲冲冲,2
所以好奇抱怨2077跳票的有多少通了巫师三[泠鸢yousa_滑稽][hanser_问号],1
下一次跳票的理由是不是确保登陆switch,1
21天能保证出品吗？很蓝的辣[滑稽],1
免费领取赛博朋克[滑稽],1
什么录音设备呢[微笑],2
好听好听[惊喜],2
哇！！！好厉害啊[星星眼],5
CC、腿子一切安好[doge],1
这什么魔鬼封面,1
"这网到底是肿么肥事？炸了三天了，到现在还没好，根本翻不了墙[笑哭]

（小黑胖又更新了吗？[酸了]）",1
"这网到底是肿么肥事？炸了三天了，到现在还没好，根本翻不了墙[笑哭]

（小黑胖又更新了吗？[酸了]）",1
不是，这个雅阁怎么底盘下面有液体在滴？？？？？,1
可是普锐斯在美国可是爆卖。中国市场接受不了,1
顿挫感说的是其他车型，不是说本田雅阁混动…看视频认真点！,1
不是谁家都有条件装充电桩的,1
续航焦虑的根本原因是充电速度太慢，如果像油车加油一样，那根本不会焦虑。因为哪怕充电桩多，车辆一上去几个小时，等保有量大的时候一样完蛋,1
冠道不是混动,1
卡罗拉双擎开起来很不错,2
声浪=噪音,1
安全带跟衣服一个颜色哈哈,2
                                 丁卡 半吊子,1
NVH这块，雅阁还不是GL8对手,1
本田就是割草机都是有驾驶乐趣,2
懂车帝那边有横评，雅阁同级别最差，比凯美瑞迈腾都差,1
不还不是开不坏的卡罗拉吗,1
I3不行我要I9！,4
这可不是增程，自己去了解原理,1
垃圾本田，偷工减料,1
不是奇怪，从09年国家购置税补贴买车大幅提升开始到现在没屁股的车不高级是一直都存在的梗！,1
胖哥玩得好开心,1
你不对劲,1
immd很简单，所以不容易出错，很靠谱的混动！,1
脱裤子放屁么这不是,1
花里胡哨，看的脑壳痛，有个曲线就得了不要放这么多表格,1
费油哈哈哈哈哈哈哈,2
比亚迪汉表示不屑一顾,1
卧槽 不恰饭你们给钱么 而且不是拍的挺好的,1
本田隔音一向扯淡,1
混动技术奔驰最强,2
奔驰活动技术世界第一,2
哈哈哈,2
普锐斯卖不掉不是因为外形 而是价格,1
IMMD省油好开，不是小排量涡轮增压可比的,1
混动车的缺点就是结构复杂 出问题非常麻烦,1
48V…是个笑话,1
行星齿轮消耗不说 在控制系统上要求更高 非常难达到双动力的低损耗以及高性能发挥,4
北京公交福田混三不是这个 那是纯串联混动,1
你不对劲,1
不对劲你,1
不对劲,1
家用油钱差的不多，但开起来是真的爽。,2
猥琐,1
小康能不能开的起这种车？,2
半佛恰尼桑，你们恰本田有意思哈哈哈,2
这保养起来不会很麻烦么,1
不是，这些电可以直通电机的,1
不务正业？,1
马牌不行吗,4
GTA5雷滋罗逃跑同款,1
这套系统是工作逻辑上选择比较多，不是结构真有多复杂,1
这还噩梦啊,5
摄像小哥震惊一整年,5
不是背道而驰，看看超跑,1
等一下 那电动车上双档位不是更方便,1
不务正业,1
预测一波，防止猝不及防,1
这不是看门狗里的车吗,1
系统越复杂就越容易出毛病,1
深圳也不行,4
48v基本只在点火时起作用,1
本田混动分3种，雅阁的就是增程＋直驱＋不同速同驱。丰田混连复杂的多，是优点也是对本田的不足，别瞎科普，谢谢,4
就这水平，别科普了好不好，丰田是并联？我虽然不喜欢丰田混动，但为了吹本田就踩丰田？,1
恭喜恰饭？,2
是不是跑题了,1
卡罗拉，雷凌不是插混上海不能上绿牌,1
呵呵呵,2
路上没电开的慢慢悠悠的电动车人为制造拥堵 特别是夏天,2
"现在一个劲推纯电,将来报废电池怎么处理. 如何降解?",4
两小时？你这也太看不起电动车了啊,1
与丰田同级对手相比nvh是真的不行。,4
你不对劲,1
哈哈哈,2
不务正业,1
重点不是手机没电，而是要浪费时间,1
视角好舒服,2
不务正业,1
上班族无所畏惧,5
瞎扯，在增程器经济负载区间，增程器是直连马达的，和电池有啥关系？igbt了解一下,1
混连也要看工况，毕竟阿特金森循环热效率高的区间更小，算了，恭喜恰饭,2
不不不，和丰田比起来本田更简单,2
本田都要不提供发动机了哈哈哈,2
不务正业,1
没有变速箱 可能更不容易坏,1
我特别喜欢这款普锐斯……要不是已经有凯美瑞了 但是就买了,1
凌派混动不行，太贵了,4
不好意思，我买车不考虑环保看价格性能外观等等，看环保都买1排量的了,1
我选CRV，哈哈哈,2
这个引擎听的真爽 可惜就是车是维斯塔潘特供,4
途安：你啥毛病你,1
刚有起色就又要退出f1,2
丰田混动THS畅销很多年了，本田IMMD差点意思,2
高电刹车·普通电车都这样,2
不会啊，你看布加迪也是为了减风阻造出来的，就是本田设计师不行,4
不是插混，只能蓝盘,1
请系好安全带,2
买日本车就图可靠性，IMMD为了避开THS专利，用了很多昂贵零件,1
说高速Nvh还不错的话，我开过，体验并不是特别好,1
我不对劲,1
哈哈哈哈,2
混动哈哈哈。,2
不务正业,1
奥德赛的原厂轮胎不行，劈弯一直响告诉你不要开太快,4
不奇怪啊，很舒服,3
我发现字幕错乱了,1
太阳能发电风能发电还不是美滋滋,1
本田的豪华品牌快完蛋了。。。赶紧加把劲吧,1
呵呵，当时是选下一代 ths p610混动系统 不解释,2
雷凌卡罗拉不是插混一样可以上绿牌啊,1
雅阁车尾不好看，其他完美,1
奥德赛第三排还有什么不满意的，才4850的车长，还要什么自行车,1
这又不是插混 上不了绿牌,1
发动机模式的图不对啊，都没有电动机输出。,1
感觉修起来就是个噩梦啊,2
皓影，亡命徒,1
看起来很复杂，但根本没有变速箱那么复杂,2
雷凌是不是也是这种,1
普锐斯实车并不难看感觉,1
不务正业,1
字幕不同步这就很难受了，又不能关掉字幕,4
理想one那么大个车 8个油不是很省了吗,1
这损坏了修起来估计省下来的油费翻几倍都不够修理费,2
其实不奇怪，是偏见,3
被动行人保护 NO,1
摄像：停车，我晕车,5
以后电动会慢慢解决高速耗电的，慢慢来,2
马自达神奇的转子终于在增程上体现优势了,3
"本来就是啊```这玩意有电动车和油车的有点,但他们的缺点也都有啊",1
为啥不是绿牌、,1
这不是脱裤子放屁吗？,1
不是新能源牌照的吗,1
我疯狂的恰,1
插电混动可以，这种自混动不行,4
丰田那个毫无驾驶乐趣的混动还是算了吧,2
纯电动说得难听就是个骗补贴的过渡产品,1
因为这个不是插电混动如果可以插电纯电行驶大于50km就能挂绿牌,1
本田还是选择了退出f1 可惜啊,4
这玩意儿开高了容易晕车,5
哈哈哈哈哈哈哈,2
奥德赛没CarPlay让我很难过555,4
不是我寻思这个系统也不复杂啊,1
恰饭很正常，不要盲目的强行的恰,1
←这个不是插混,1
和凯美瑞区别大了，本田这个才是正经的最高效，是完美的混动解决方案,2
我就是这个车车主，零百加速和2.0t差不多，但高速确实不行,4
方向盘可变转向比，思域上也有。奔驰很多车也有,2
奥德赛没优惠,2
充电桩再多也不是纯电好，太浪费时间了,1
尤其是怠速的时候，动力传输很舒服，但是浪费了一些动力,1
有毛病吧,1
有点不对劲儿~,1
没变速箱真的爽，开起来超级平顺，跟电动车一样,2
电池本身的能量密度不解决纯电都是白搭,2
雅阁算是最适合大部分普通人的车了,2
动起来啊铁奥，为什么不动,2
家里的老奥德赛去年退休了 开起来还是蛮舒服的,2
一点开这个上视频就有点措不及防,1
可惜，普锐斯的动力弱得1B，跑步都比它快。,4
刀片超车/滑稽,1
不对劲,1
本田混动车型安全差远了,2
不务正业，赶紧测去测6800啊！！！,1
你不对劲,1
一直觉得特难看,1
安全驾驶 自己开车不要随便尝试,1
这种两动力的 动力不是相加,1
急加速时发动机只是参与发电，电机单独工作，不能单纯地把两个马力加起来,2
天窗隔板哈哈哈,2
加起来是210匹左右 发动机电动机不是一起输出的,2
加起来300多匹才8秒多,2
insight现在很漂亮 可惜不引进,4
这 还好吧 个人觉得不奇怪。。。在美国到处可见 大街上一抓一大把,3
费电吧，哈哈哈,2
要不是电动车电池技术不行，我肯定买电动车啊,4
不在评论区发个50元购车优惠券？[doge],2
"国标能有补贴的,比如北京贴的""EV PLUG-IN"",是不是必须要求能插电充电,并且能纯电模式行驶多少公里? 这简直与混动车背道而驰... 然后混动就被逼上了一堆电池, 然后现在公交车就成了拉电池的而不是拉乘客的. (16m载客量从200跌到135...总质量还沉了几吨) 当然,并混也能有绿牌和PLUG-IN标.
北京公交现在这串联混动就离谱,和纯电动一样,甚至更低的载客量(质量上限而不是载客面积),然后不比燃料车省多少油,还贵,可靠性还一般,还是默大妈推荐的渣渣西门子(要不人家干嘛强推). 并混?有09年的,伊顿AMT并混,形式感就是""一顿"",AMT换挡冲动巨大. 还特容易坏电器部件,电池也换了几次了. 串混因为渣渣的做工和离谱的发电机驱动电机功率,NVH还不如燃料汽车,而且因为混动,不重视消声器,不重视发电机降噪,刚行驶2年的6m小黄车噪音已经赶上12年的柴油车了,后排更是振动座椅...
当然,不妨碍,北京年底,清风行动,2环内所有公共汽车要是绿牌(D/F的纯电动,F牌混动,F牌氢燃料电池),不含真混动祖宗,09年那批混动车就离谱. 当然,无轨电车除外.",1
本田能干点正事吗[疑惑]宁愿请非汽车类up主恰饭，也不愿意把钱用在产品力上,1
"up讲的很准确，各种优缺点很到位。我的项目组在做一种新类型的混动传动结构，要是做成了，也许五年后这个视频就要再加一种结构了[OK]
祝我成功",1
别恰烂饭了吧，误人子弟，丰田的行星齿轮组才是专利壁垒，极小的体积，简单的结构，成为混联式混动的鼻祖，上世纪八十年代就开始研究混动，97年就上市了第一代普锐斯，二十多年的混动市场技术沉淀，本田为了绕过丰田专利搞了许多奇怪的研究，12年才发布immd，不过不得不服本田的钻研精神，虽然最终实现的效果差不多，但是你一句丰田是并联给爷整懵了。本田牺牲稳定性和轻量化换来动力，丰田比较务实，但是胜在开不烂。饭可以恰，但是话不能乱说，人可以主观，但是事实必须客观，我都开始怀疑之前看你的pc配件恰了烂饭了，取关了拜拜[吐],2
我觉得科普就应该更严谨点，我国对电动车的大力推行真的不是为了所谓的环保（并且目前的电动车本来也并不环保），而是避免之后因为对石油的依赖而被漂亮国卡住咽喉,1
主要是很怕保养和维护成本太高，更复杂的系统带来了更多的维护问题，在保有量不够大，成本不够低的情况下不敢轻易尝试,1
amd！yes!额 不好意思走错了。。。。,1
锐志车主来说一下优缺点，胎噪绝大部分路面巨大，在细腻路面却非常非常非常安静，但是这种路很少大家明白吧。转向手感刹车脚感非常优秀了，但是中高速微调方向盘会很吃力有种粘质感。油电结合绝大部分时间就完全无感的，但是偶尔也会顿挫。,1
动力系统不错，但混动雅阁已经被有车主曝出变速箱出问题，另外凌派与皓影甭吹，被动安全性偷工减料，买的人还得看仔细咯。,1
那些说脱裤子放屁的人，混动的最主要一个目的就是解决了城市道路堵塞，发动机怠速启动时的高油耗，高污染，这个时候用发电机发的电来启动车辆，就在很大一部分程度上减少了排放[嫌弃],1
排量小不会环保只会更费油。大排量又不是一直高峰值发力。你开个小排量的基本始终在峰值徘徊。同样的3.0的车改到2.0明显动力不足想东西就需要狂轰油门。,1
本田技术不错，只可惜和大众一样玩减配，减的还都是安全性配置。我命少，玩不起。,4
目前最强的应该就本田那个了  可惜不补贴,4
混动不只是省油，驾驶质感的提升帮助也是很大的。而且有了混动，你会舍得开快点，不会那么心痛油钱。,4
开完雅阁混动之后，才会觉得省油原来只是附加品，除了隔音滤震一般般，别的方面都相当不错,3
啥时候恰雷克萨斯的饭，我也想体验被夸奖的感觉[微笑],2
在电池技术和充电技术有革命性的改变前。买纯电动汽车都是在给自己找麻烦,1
这饭恰的毫无破绽，为啥不测比亚迪汉DM呢？,4
恭喜恭喜,2
那么优惠劵在哪里？,2
如果不是没钱，我真想买台极星一[笑哭],1
inspire净越版车主狂喜[吃瓜],2
这种东南沿海大平原还行，到山区里贼难受,4
改变总是痛苦的，很多东西并不是进步，也不是退步，而是——妥协。,1
比亚迪dmi时代打卡[滑稽],1
本田不减配，我们还是好朋友[微笑],2
苹果生产一个充电器和耳机会消耗多少资源造成多少污染呢……,1
啊这……你们不是搞电脑硬件的嘛[囧],1
哈哈哈,2
话说这个车没有变速箱，那在电池完全没电或电动系统挂掉的情况下只能以汽油发动机高速无变档行驶，这有点呵呵吧？,2
不以发明变速箱为出发点的混动省油免谈，缝合出来的顶多叫个电子兴奋剂或者油电两用,2
混动车有两点不好，一混动车维修非常麻烦、二混动车因为要加油所以没有纯电车的绿色牌照出行依然限号，它的最大优点是节油省钱。,1
Geekerwan Auto Tips[滑稽],1
电动车不能送电池，因为要环保。[滑稽],1
春秋笔法有点夸张，恰本田饭没问题，但是先把丰田混动有意无意诱导观众理解成和一众48v混动是一类的感觉（即使假设按照串并联分类是一类，但是实际其他的方面区别很大，表现也不同但是文案让你觉得差不多，产生一个整体印象），然后自然而然后面开始吹嘘，让你觉得本田混动就是“新一代”混动了，再在后面有一个地方得出了之前别的混动介入的时候顿挫的结论啥的，加深你本田混动比别的混动都更舒适的印象。,1
吃饭一点不专业，不要轻易的跨界。,1
本田特供车安全配置都减成啥样了,2
不务正业,1
最近正在攒钱打算买车，UP这个视频来得太及时了！嗯，希望等我攒够钱的时候这个是还能用得上。[tv_白眼],1
极客湾什么时候成了车评的？？？[阴险][阴险][笑哭],1
混动只有一个好处是公认的，就是有着电动车的起步，而不用担心没电要充一晚上的电。其它的还有待时间的检验，至于省油？拉法省油？918省油？还是p1省油？恰饭太严重，取关了。,1
这么简单一笔带过说丰田的混动系统不如本田混动有失公允，毕竟丰田才是混动祖师爷，本田之所以不使用行星齿轮不是因为动力损失大效率低而是因为丰田早就申请了专利把这条路堵死了，逼着本田另辟蹊径,1
保时捷的增程式电动车把元首坑惨了，库尔斯克会战时还没见着敌人自己先烧起来。,2
不知道失速的这个问题解决了吗？,2
"苹果环保 不行
国6环保 行
我们国六真是太棒了",4
开过凯美瑞2.5hq  雅阁混动顶配  都是很久的开  都省油  雅阁宽敞 但是总合起来还是凯美瑞驾驶感觉很好 俩车都不咋报纸,2
是不是胖了？,1
单手开车，举报了[微笑],2
开车归开车[doge] 注意行驶安全[妙啊],2
不务正业[doge],1
牛逼汽车知识搞起来,2
不能光吹本田混动，没变速箱也是有坏处的,1
